prompt_id,probe_id,scenario,category,query_id,target_id,max_similarity,top1_top2_margin,top1_id
toptee_q07_s06,toptee_q07,unsatisfiable,toptee,B00C85FTH4,B007S9U9SE,0.29231634736061096,0.020705193281173706,B00B0UFE1E
toptee_q08_s01,toptee_q08,in_domain,toptee,B003EACZ9M,B000YVMK30,0.328630268573761,0.0,B000YVF80C
toptee_q08_s02,toptee_q08,paraphrase,toptee,B003EACZ9M,B000YVMK30,0.3415607810020447,0.007483184337615967,B0047I0KTM
toptee_q08_s03,toptee_q08,identity,toptee,B003EACZ9M,B000YVMK30,0.25395438075065613,0.012557059526443481,B009442PDS
toptee_q08_s04,toptee_q08,contradiction,toptee,B003EACZ9M,B000YVMK30,0.27892473340034485,0.027089476585388184,B003RWSXPW
toptee_q08_s05,toptee_q08,ood,toptee,B003EACZ9M,B000YVMK30,0.2924107313156128,0.009944498538970947,B00DCIFODK
toptee_q08_s06,toptee_q08,unsatisfiable,toptee,B003EACZ9M,B000YVMK30,0.3012939691543579,0.016690045595169067,B00B0UFE1E
toptee_q09_s01,toptee_q09,in_domain,toptee,B003IKOOTW,B005ISP19Y,0.32396411895751953,0.009303838014602661,B00CD8H0N2
toptee_q09_s02,toptee_q09,paraphrase,toptee,B003IKOOTW,B005ISP19Y,0.28980058431625366,9.53972339630127e-05,B007Y2Z3FE
toptee_q09_s03,toptee_q09,identity,toptee,B003IKOOTW,B005ISP19Y,0.2776111960411072,0.016779303550720215,B0036DDZEG
toptee_q09_s04,toptee_q09,contradiction,toptee,B003IKOOTW,B005ISP19Y,0.235350102186203,0.011953294277191162,B00A8I08CO
toptee_q09_s05,toptee_q09,ood,toptee,B003IKOOTW,B005ISP19Y,0.28741398453712463,0.02360054850578308,B008OVL5WE
toptee_q09_s06,toptee_q09,unsatisfiable,toptee,B003IKOOTW,B005ISP19Y,0.2992123067378998,0.00853005051612854,B00B0UFE1E
toptee_q10_s01,toptee_q10,in_domain,toptee,B0094KPUK2,B00EIWYT08,0.2828790843486786,0.007588326930999756,B00B30IE4U
toptee_q10_s02,toptee_q10,paraphrase,toptee,B0094KPUK2,B00EIWYT08,0.27339455485343933,0.017728537321090698,B00AUBRCW8
toptee_q10_s03,toptee_q10,identity,toptee,B0094KPUK2,B00EIWYT08,0.25172150135040283,0.01250368356704712,B007WA2HES
toptee_q10_s04,toptee_q10,contradiction,toptee,B0094KPUK2,B00EIWYT08,0.2533785402774811,0.006741821765899658,B008SAJ3F2
toptee_q10_s05,toptee_q10,ood,toptee,B0094KPUK2,B00EIWYT08,0.2591783404350281,0.01899096369743347,B00B0QOT9G
toptee_q10_s06,toptee_q10,unsatisfiable,toptee,B0094KPUK2,B00EIWYT08,0.24204835295677185,0.0048455893993377686,B006E3ZMA0
